Title; ISSN; Language; Country; Subject; Observation;
'null'; '2667-2448'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2675-258X'; 'null'; 'null'; 'null'; 'Registro inexistente';
'null'; '2675-260X'; 'null'; 'null'; 'null'; 'Registro inexistente';
'null'; '2691-199X'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2692-8695'; 'null'; 'null'; 'null'; 'Registro inexistente';
'null'; '2695-910X'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2947-5589'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'"E-xpressio“, Revista digital del Tribunal Electoral del Estado de Coahuila de Zaragoza ( (Coahuila)):'; '2954-4068'; ' Spanish, Castilian'; 'Mexico'; 'Special branches of law. Miscellaneous legal matters'; 'Registro Encontrado';
'null'; '3519-3824'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '4283-4293'; 'null'; 'null'; 'null'; 'Registro inexistente';
'null'; '7259-4187'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '8073-9854'; 'null'; 'null'; 'null'; 'Registro inexistente';
'null'; '8218-5239'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '8504-6057'; 'null'; 'null'; 'null'; 'Registro inexistente';
'null'; '8536-1997'; 'null'; 'null'; 'null'; 'Registro inexistente';
'null'; '9405-1550'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '9729-6465'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '9782-2000'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '9784-8859'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '9788-0485'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '9788-5232'; 'null'; 'null'; 'null'; 'Registro inexistente';
'null'; '9788-5509'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '9788-5789'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '9789-8961'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '9999-111X'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '9999-898X'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '9999-9994'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
